"","filename","Persons"
"409","1948//md001004.xml","Watson, Thomas John, 1874-1956"
"410","1948//md001005.xml","Willis, I. D."
"411","1948//md001006.xml","Wallace, Henry Agard, 1888-1965"
"412","1948//md001007.xml","Clay, Lucius D. (Lucius DuBignon), 1897-1978"
"413","1948//md001007.xml","Sokolovski?, Vasili? Danilovich, 1897-1968"
"414","1948//md001007.xml","Tito, Josip Broz, 1892-1980"
"415","1948//md001008.xml","Roosevelt, Franklin D. (Franklin Delano), 1882-1945"
"416","1948//md001009.xml","Boone, Geraldine Livingston Thompson van Gerbig, 1903-1949"
"417","1948//md001009.xml","Dewey, Thomas E. (Thomas Edmund), 1902-1971"
"418","1948//md001009.xml","Du Bois, W. E. B. (William Edward Burghardt), 1868-1963"
"419","1948//md001009.xml","Gauss, Christian, 1878-1951"
"420","1948//md001009.xml","Thompson, Geraldine Livingston, 1872-1967"
"421","1948//md001009a.xml","na"
"422","1948//md001010.xml","Clay, Lucius D. (Lucius DuBignon), 1897-1978"
"423","1948//md001010.xml","Wallace, Henry Agard, 1888-1965"
"424","1948//md001011.xml","Thompson, Malvina, 1893-1953"
"425","1948//md001012.xml","Boettiger, John, 1900-1950"
"426","1948//md001012.xml","Morgan, Marie Newsome, 1910-"
"427","1948//md001012.xml","Roosevelt, Christopher duPont, 1942-"
"428","1948//md001012.xml","Roosevelt, Elliott, 1910-1990"
"429","1948//md001012.xml","Roosevelt, Franklin D. (Franklin Delano), 1914-1988"
"430","1948//md001012.xml","Stevenson, Robert Louis, 1850-1894"
"431","1948//md001012.xml","Thompson, Malvina, 1893-1953"
"432","1948//md001013.xml","na"
"433","1948//md001014.xml","Bernadotte, Folke, 1895-1948"
"434","1948//md001016.xml","na"
"435","1948//md001017.xml","Catlin, George Edward Gordon, Sir, 1896-1979"
"436","1948//md001017.xml","Catlin, John, 1927-1987"
"437","1948//md001017.xml","McInerny, Timothy A., 1902-1965"
"438","1948//md001017.xml","Webster, Daniel, 1782-1852"
"439","1948//md001018.xml","Barkley, Alben William, 1877-1956"
"440","1948//md001018.xml","Roosevelt, Franklin D. (Franklin Delano), 1882-1945"
"441","1948//md001018.xml","Wilson, Woodrow, 1856-1924"
"442","1948//md001019.xml","Fraser, Laura Gardin, 1889-1966"
"443","1948//md001019.xml","Huntington, Anna Hyatt, 1876-1973"
"444","1948//md001019.xml","Kipling, Rudyard, 1865-1936"
"445","1948//md001020.xml","Dewey, Thomas E. (Thomas Edmund), 1902-1971"
"446","1948//md001020.xml","Lincoln, Abraham, 1809-1865"
"447","1948//md001020.xml","Roosevelt, Theodore, 1858-1919"
"448","1948//md001020.xml","Rose, Billy, 1899-1966"
"449","1948//md001020.xml","Wilson, Woodrow, 1856-1924"
"450","1948//md001021.xml","Truman, Harry S., 1884-1972"
"451","1948//md001022.xml","Dewey, Thomas E. (Thomas Edmund), 1902-1971"
"452","1948//md001022.xml","Farley, James A. (James Aloysius), 1888-1976"
"453","1948//md001022.xml","Truman, Harry S., 1884-1972"
"454","1948//md001022.xml","Warren, Earl, 1891-1974"
"455","1948//md001023.xml","na"
"456","1948//md001024.xml","James Roosevelt, 1828-1900"
"457","1948//md001024.xml","Robinson, Helen Roosevelt, 1881-1962"
"458","1948//md001024.xml","Roosevelt, Elizabeth Riley, d. 1948"
"459","1948//md001024.xml","Roosevelt, Sara Delano, 1854-1941"
"460","1948//md001024.xml","Seagraves, Eleanor, 1927-"
"461","1948//md001025.xml","Emerson, Faye"
"462","1948//md001025.xml","Hoover, Herbert, 1874-1964"
"463","1948//md001025.xml","Hutchnison, Mr."
"464","1948//md001025.xml","Hutchnison, Mrs."
"465","1948//md001025.xml","Lape, Esther Everett, 1881-1981"
"466","1948//md001025.xml","Roosevelt, Elliott, 1910-1990"
"467","1948//md001025.xml","Thompson, Malvina, 1893-1953"
"468","1948//md001026.xml","Stettinius, Edward R. (Edward Reilly), 1900-1949"
"469","1948//md001027.xml","Cole, Corinne Robinson Alsop, 1886-1971"
"470","1948//md001027.xml","Howe, Grace Hartley, 1874-1955"
"471","1948//md001027.xml","Lindsley, Chandler Roosevelt, 1934-"
"472","1948//md001027.xml","Pershing, John J. (John Joseph), 1860-1948"
"473","1948//md001028.xml","na"
"474","1948//md001029.xml","Marshall, George C. (George Catlett), 1880-1959"
"475","1948//md001029.xml","Wallace, Henry Agard, 1888-1965"
"476","1948//md001030.xml","Rappard, William E. (William Emmanuel), 1883-1958."
"477","1948//md001031.xml","Craig, May, 1889?-1975"
"478","1948//md001031.xml","Roosevelt, Theodore, 1858-1919"
"479","1948//md001031.xml","Wallace, Henry Agard, 1888-1965"
"480","1948//md001032.xml","Brown, Nelson Courtlandt, 1885-1969"
"481","1948//md001032.xml","Collin, Hedvig"
"482","1948//md001032.xml","Roosevelt, Elliott, 1910-1990"
"483","1948//md001033.xml","Truman, Harry S., 1884-1972"
"484","1948//md001034.xml","Flood, Daniel J."
"485","1948//md001034.xml","Riley, John R."
"486","1948//md001034.xml","Roosevelt, Franklin D. (Franklin Delano), 1882-1945"
"487","1948//md001035.xml","Bentley, Elizabeth"
"488","1948//md001035.xml","Currie, Lauchlin Bernard"
"489","1948//md001035.xml","De Roover, Raymond, 1904-1972"
"490","1948//md001035.xml","Ferguson, Homer, 1889-1982"
"491","1948//md001035.xml","Jan van Lannoy, 1410-1493"
"492","1948//md001035.xml","Roosevelt, Franklin D. (Franklin Delano), 1882-1945"
"493","1948//md001036.xml","Baruch, Bernard M. (Bernard Mannes), 1870-1965"
"494","1948//md001036.xml","Dick, William Reid, 1879-1961"
"495","1948//md001036.xml","Fisher of Lambeth, Geoffrey Francis Fisher, Baron, 1887-1972"
"496","1948//md001036.xml","George VI, King of Great Britain, 1895-1952"
"497","1948//md001036.xml","Roosevelt, Franklin D. (Franklin Delano), 1882-1945"
"498","1948//md001037.xml","Thompson, Malvina, 1893-1953"
"499","1948//md001037.xml","Vandenberg, Arthur H. (Arthur Hendrick), 1884-1951"
"500","1948//md001038.xml","Bentley, Elizabeth"
"501","1948//md001038.xml","Stalin, Joseph, 1879-1953"
"502","1948//md001039.xml","Maurer, Herrymon, 1914-1998"
"503","1948//md001039.xml","Swift, Jonathan, 1667-1745"
"504","1948//md001040.xml","Randolph, A. Philip (Asa Philip), 1889-"
"505","1948//md001040.xml","Reynolds, Grant"
"506","1948//md001041.xml","na"
"507","1948//md001042.xml","Dewey, Thomas E. (Thomas Edmund), 1902-1971"
"508","1948//md001042.xml","Ives, Irving McNeil, 1896-1962"
"509","1948//md001042.xml","Truman, Harry S., 1884-1972"
"510","1948//md001043.xml","Lippmann, Walter, 1889-1974"
"511","1948//md001043.xml","Sprigle, Ray, 1886-1957"
"512","1948//md001043.xml","Truman, Harry S., 1884-1972"
"513","1948//md001043.xml","Welles, Sumner, 1892-1961"
"514","1948//md001044.xml","Nesbitt, Victoria Henrietta Kugler, 1874-1963"
"515","1948//md001044.xml","Roosevelt, Franklin D. (Franklin Delano), 1882-1945"
"516","1948//md001044.xml","Roosevelt, Sara Delano, 1854-1941"
"517","1948//md001044.xml","Thompson, Malvina, 1893-1953"
"518","1948//md001045.xml","Lie, Trygve, 1896-1968"
"519","1948//md001046.xml","Currie, Lauchlin Bernard"
"520","1948//md001046.xml","Hiss, Alger"
"521","1948//md001047.xml","na"
"522","1948//md001048.xml","Cousins, Norman"
"523","1948//md001049.xml","Chambers, Whittaker"
"524","1948//md001049.xml","Currie, Lauchlin Bernard"
"525","1948//md001049.xml","Hiss, Alger"
"526","1948//md001049.xml","White, Harry Dexter, 1892-1948"
"527","1948//md001050.xml","Truman, Harry S., 1884-1972"
"528","1948//md001051.xml","Bernadotte, Folke, 1895-1948"
"529","1948//md001052.xml","Kalenderian, Vahan H."
"530","1948//md001053.xml","Barley, Ann"
"531","1948//md001053.xml","Thompson, Malvina, 1893-1953"
"532","1948//md001054.xml","Sprigle, Ray, 1886-1957"
"533","1948//md001055.xml","Eisenhower, Dwight D. (Dwight David), 1890-1969"
"534","1948//md001056.xml","Tugwell, Rexford G. (Rexford Guy), 1891-"
"535","1948//md001056.xml","Wallace, Henry Agard, 1888-1965"
"536","1948//md001057.xml","Acosta, Orlando (Cuban artist)"
"537","1948//md001057.xml","Roosevelt, Curtis, 1930-2016"
"538","1948//md001057.xml","Roosevelt, John A. (John Aspinwall), 1916-1981"
"539","1948//md001058.xml","Clinton, George, 1739-1812"
"540","1948//md001058.xml","Dows, Olin, 1904-1981"
"541","1948//md001058.xml","Goudy, Frederic W. (Frederic William), 1865-1947"
"542","1948//md001058.xml","Hughes, Charles Evans, 1862-1948"
"543","1948//md001058.xml","Inness, George, 1825-1894"
"544","1948//md001059.xml","na"
"545","1948//md001060.xml","na"
"546","1948//md001061.xml","Wallace, Henry Agard, 1888-1965"
"547","1948//md001062.xml","Camprubi, Agnes Ethel Leaycraft, 1879-1958"
"548","1948//md001062.xml","Ewing, Oscar R. (Oscar Ross), 1899-1980"
"549","1948//md001062.xml","Garzon, Julio M. -1997"
"550","1948//md001062.xml","Hoffman, Anna Rosenberg, 1902-1983"
"551","1948//md001062.xml","Lal, Mr."
"552","1948//md001062.xml","Lasker, Mary"
"553","1948//md001062.xml","Lindsley, Chandler Roosevelt, 1934-"
"554","1948//md001062.xml","Truman, Harry S., 1884-1972"
"555","1948//md001062.xml","White, Walter Francis, 1893-1955"
"556","1948//md001063.xml","Barkley, Alben William, 1877-1956"
"557","1948//md001063.xml","Dewey, Thomas E. (Thomas Edmund), 1902-1971"
"558","1948//md001063.xml","Marshall, George C. (George Catlett), 1880-1959"
"559","1948//md001063.xml","Stassen, Harold Edward, 1907-"
"560","1948//md001063.xml","Truman, Harry S., 1884-1972"
"561","1948//md001063.xml","Wallace, Henry Agard, 1888-1965"
"562","1948//md001064.xml","na"
"563","1948//md001065.xml","na"
"564","1948//md001066.xml","na"
"565","1948//md001067.xml","Benes, Edvard, 1884-1948"
"566","1948//md001067.xml","Parish, Susan Ludlow, 1865-1950"
"567","1948//md001067.xml","Roosevelt, Curtis, 1930-2016"
"568","1948//md001067.xml","Thompson, Malvina, 1893-1953"
"569","1948//md001068.xml","Truman, Harry S., 1884-1972"
"570","1948//md001069.xml","Ball, George W."
"571","1948//md001069.xml","Bowles, Chester, 1901-1986"
"572","1948//md001069.xml","Douglas, Helen Gahagan, 1900-1980"
"573","1948//md001069.xml","Douglas, Paul H. (Paul Howard), 1892-1976"
"574","1948//md001069.xml","Holifield, Chet, 1903-1995"
"575","1948//md001069.xml","Humphrey, Hubert H. (Hubert Horatio), 1911-1978"
"576","1948//md001069.xml","Stevenson, Adlai E. (Adlai Ewing), 1900-1965"
"577","1948//md001070.xml","Hitler, Adolf, 1889-1945"
"578","1948//md001070.xml","Molotov, Vyacheslav Mikhaylovich, 1890-"
"579","1948//md001070.xml","Stalin, Joseph, 1879-1953"
"580","1948//md001070.xml","Vyshinsky, Andrey Yanuaryevich, 1883-1954"
"581","1948//md001071.xml","Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de, 1757-1834"
"582","1948//md001071.xml","Washington, George, 1732-1799"
"583","1948//md001072.xml","na"
"584","1948//md001073.xml","na"
"585","1948//md001074.xml","na"
"586","1948//md001075.xml","Ewing, Oscar R. (Oscar Ross), 1899-1980"
"587","1948//md001075.xml","Truman, Harry S., 1884-1972"
"588","1948//md001076.xml","Rogers, Will, 1879-1935"
"589","1948//md001077.xml","Williams,Tennessee, 1911-1983"
"590","1948//md001078.xml","Anderson, John W., 1899-1976"
"591","1948//md001078.xml","Bernadotte, Folke, 1895-1948"
"592","1948//md001078.xml","Byrnes, James F. (James Francis), 1882-1972"
"593","1948//md001078.xml","Weizmann, Chaim, 1874-1952"
"594","1948//md001079.xml","Roosevelt, Curtis, 1930-2016"
"595","1948//md001079.xml","Roosevelt, Franklin D. (Franklin Delano), 1882-1945"
"596","1948//md001079.xml","Thompson, Malvina, 1893-1953"
"597","1948//md001079.xml","Wilson, Woodrow, 1856-1924"
"598","1948//md001080.xml","Roosevelt, Curtis, 1930-2016"
"599","1948//md001080.xml","Thompson, Malvina, 1893-1953"
"600","1948//md001080.xml","Vyshinsky, Andrey Yanuaryevich, 1883-1954"
"601","1948//md001081.xml","Bernadotte, Folke, 1895-1948"
"602","1948//md001081.xml","Bunche, Ralph J. (Ralph Johnson), 1904-1971"
"603","1948//md001081.xml","Marshall, George C. (George Catlett), 1880-1959"
"604","1948//md001081.xml","Silver, Abba Hillel, 1893-1963"
"605","1948//md001082.xml","Bruce, David Kirkpatrick Este"
"606","1948//md001082.xml","Byrnes, James F. (James Francis), 1882-1972"
"607","1948//md001082.xml","Harriman, W. Averell (William Averell), 1891-1986"
"608","1948//md001082.xml","Marshall, George C. (George Catlett), 1880-1959"
"609","1948//md001082.xml","Roosevelt, Theodore, 1858-1919"
"610","1948//md001083.xml","Austin, Mildred Marie Lucas, 1874-1972?"
"611","1948//md001084.xml","Fasteau, Irving Jack"
"612","1948//md001084.xml","Lenroot, Katharine F. (Katharine Fredrica), 1891-1982"
"613","1948//md001085.xml","Marshall, George C. (George Catlett), 1880-1959"
"614","1948//md001085.xml","Vyshinsky, Andrey Yanuaryevich, 1883-1954"
"615","1948//md001086.xml","Byrnes, James F. (James Francis), 1882-1972"
"616","1948//md001086.xml","Cassin, René, 1887-"
"617","1948//md001086.xml","Franklin, Benjamín, 1706-1790"
"618","1948//md001086.xml","Golden, John, 1874-1955"
"619","1948//md001087.xml","Bernadotte, Folke, 1895-1948"
"620","1948//md001087.xml","Bevin, Ernest, 1881-1951"
"621","1948//md001087.xml","Spaak, Paul-Henri, 1899-1972"
"622","1948//md001087.xml","Wallace, Henry Agard, 1888-1965"
"623","1948//md001088.xml","na"
"624","1948//md001089.xml","Anker-Ording, Aake"
"625","1948//md001090.xml","Bernadotte, Folke, 1895-1948"
"626","1948//md001090.xml","Dewey, Thomas E. (Thomas Edmund), 1902-1971"
"627","1948//md001090.xml","Dulles, John Foster, 1888-1959"
"628","1948//md001090.xml","Marshall, George C. (George Catlett), 1880-1959"
"629","1948//md001090.xml","Parsons, Alice T. L. (Tullis Lord)"
"630","1948//md001091.xml","Molotov, Vyacheslav Mikhaylovich, 1890-"
"631","1948//md001091.xml","Sokolovski?, Vasili? Danilovich, 1897-1968"
"632","1948//md001092.xml","na"
"633","1948//md001093.xml","na"
"634","1948//md001094.xml","Pell, Robert"
"635","1948//md001095.xml","Dulles, John Foster, 1888-1959"
"636","1948//md001095.xml","Harriman, W. Averell (William Averell), 1891-1986"
"637","1948//md001095.xml","Marshall, George C. (George Catlett), 1880-1959"
"638","1948//md001095.xml","Marshall, Katherine Tupper, 1882-1978"
"639","1948//md001096.xml","Keynes, John Maynard, 1883-1946"
"640","1948//md001096.xml","Mantoux, Étienne, 1913-1945"
"641","1948//md001096.xml","Marshall, George C. (George Catlett), 1880-1959"
"642","1948//md001096.xml","Roosevelt, Franklin D. (Franklin Delano), 1882-1945"
"643","1948//md001097.xml","Marshall, George C. (George Catlett), 1880-1959"
"644","1948//md001097.xml","Stalin, Joseph, 1879-1953"
"645","1948//md001097.xml","Truman, Harry S., 1884-1972"
"646","1948//md001097.xml","Vyshinsky, Andrey Yanuaryevich, 1883-1954"
"647","1948//md001098.xml","Marshall, George C. (George Catlett), 1880-1959"
"648","1948//md001098.xml","Stalin, Joseph, 1879-1953"
"649","1948//md001098.xml","Truman, Harry S., 1884-1972"
"650","1948//md001098.xml","Vinson, Fred M., 1890-1953"
"651","1948//md001099.xml","na"
"652","1948//md001100.xml","Chiang, Kai-shek, 1887-1975"
"653","1948//md001101.xml","na"
"654","1948//md001102.xml","Dulles, John Foster, 1888-1959"
"655","1948//md001102.xml","Marshall, George C. (George Catlett), 1880-1959"
"656","1948//md001102.xml","Morgenthau, Henry, 1891-1967"
"657","1948//md001103.xml","Malik, Charles Habib, 1906-1987"
"658","1948//md001103.xml","Nehru, Jawaharlal, 1889-1964"
"659","1948//md001104.xml","na"
"660","1948//md001105.xml","na"
"661","1948//md001106.xml","Bunche, Ralph J. (Ralph Johnson), 1904-1971"
"662","1948//md001106.xml","Cilento, R. W. (Raphael West), 1893-1985"
"663","1948//md001106.xml","Marshall, George C. (George Catlett), 1880-1959"
"664","1948//md001107.xml","Dubinsky, David, 1892-1982"
"665","1948//md001108.xml","Eidemann, Leni"
"666","1948//md001108.xml","Hitler, Adolf, 1889-1945"
"667","1948//md001108.xml","La Follette, Charles Marion, 1898-1974"
"668","1948//md001108.xml","Peckham, Howard Louis, 1897-1972"
"669","1948//md001108.xml","Stewart, G. W. (Gilbert W.)"
"670","1948//md001108.xml","Winslow, Richard S."
"671","1948//md001109.xml","Dulles, John Foster, 1888-1959"
"672","1948//md001109.xml","McNeil, Hector, 1907-1955"
"673","1948//md001110.xml","Hitler, Adolf, 1889-1945"
"674","1948//md001111.xml","na"
"675","1948//md001112.xml","Ferry, Jules, Madame"
"676","1948//md001112.xml","McGrath, J. Howard (James Howard), 1903-1966"
"677","1948//md001112.xml","Smith, Margaret Chase, 1897-1995"
"678","1948//md001113.xml","Dewey, Thomas E. (Thomas Edmund), 1902-1971"
"679","1948//md001113.xml","Stalin, Joseph, 1879-1953"
"680","1948//md001113.xml","Truman, Harry S., 1884-1972"
"681","1948//md001113.xml","Wallace, Henry Agard, 1888-1965"
"682","1948//md001114.xml","Dike, Anne Murray, 1879–1929"
"683","1948//md001114.xml","Franklin, Benjamín, 1706-1790"
"684","1948//md001114.xml","Henry IV, King of France, 1553-1610"
"685","1948//md001114.xml","Jefferson, Thomas, 1743-1826"
"686","1948//md001114.xml","Jones, John Paul, 1747-1792"
"687","1948//md001114.xml","Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de, 1757-1834"
"688","1948//md001114.xml","Mangin, Charles, 1866-1925"
"689","1948//md001114.xml","Marie de Médicis, Queen, consort of Henry IV, King of France, 1573-1642"
"690","1948//md001114.xml","Morgan, Anne Tracy, 1873-1952"
"691","1948//md001114.xml","Morgenthau, Henry, 1891-1967"
"692","1948//md001114.xml","Potier de Gesvres, Léon 1656-1744"
"693","1948//md001114.xml","Washington, George, 1732-1799"
"694","1948//md001115.xml","Fraser, Peter, 1884-1950"
"695","1948//md001115.xml","Gogh, Vincent van 1853-1890"
"696","1948//md001115.xml","Kopka-Jellinghaus, Erika"
"697","1948//md001115.xml","Lewis, John Llewellyn, 1880-1969"
"698","1948//md001116.xml","Low, Juliette Gordon, 1860-1927"
"699","1948//md001117.xml","Brady, L. C."
"700","1948//md001117.xml","Dewey, Thomas E. (Thomas Edmund), 1902-1971"
"701","1948//md001117.xml","Lugeon, Maurice, 1870-1953"
"702","1948//md001117.xml","Thurmond, Strom, 1902-2003"
"703","1948//md001117.xml","Truman, Harry S., 1884-1972"
"704","1948//md001117.xml","Wallace, Henry Agard, 1888-1965"
"705","1948//md001118.xml","Gallup, George, 1901-1984"
"706","1948//md001118.xml","Roosevelt, Franklin D. (Franklin Delano), 1882-1945"
"707","1948//md001118.xml","Truman, Harry S., 1884-1972"
"708","1948//md001118.xml","Warren, Earl, 1891-1974"
"709","1948//md001119.xml","Welles, Sumner, 1892-1961"
"710","1948//md001120.xml","O'Dwyer, William, 1890-1964"
"711","1948//md001120.xml","Osborn, Frederick, 1889-1981"
"712","1948//md001120.xml","Taft, Robert A. (Robert Alphonso), 1889-1953"
"713","1948//md001120.xml","Truman, Harry S., 1884-1972"
"714","1948//md001120.xml","Wallace, Henry Agard, 1888-1965"
"715","1948//md001121.xml","Dewey, Thomas E. (Thomas Edmund), 1902-1971"
"716","1948//md001121.xml","Molotov, Vyacheslav Mikhaylovich, 1890-"
"717","1948//md001121.xml","Stalin, Joseph, 1879-1953"
"718","1948//md001121.xml","Truman, Harry S., 1884-1972"
"719","1948//md001121.xml","Wallace, Henry Agard, 1888-1965"
"720","1948//md001122.xml","Adams, John, 1735-1826"
"721","1948//md001122.xml","Gugler, Eric, 1889-1974"
"722","1948//md001122.xml","Roosevelt, Theodore, 1858-1919"
"723","1948//md001122.xml","Truman, Bess Wallace"
"724","1948//md001122.xml","Truman, Harry S., 1884-1972"
"725","1948//md001122.xml","White, Stanford, 1853-1906"
"726","1948//md001123.xml","na"
"727","1948//md001124.xml","Cecil of Chelwood, Robert Gascoyne-Cecil, Viscount, 1864-1958"
"728","1948//md001124.xml","Cockayne, Elizabeth, 1894-1988"
"729","1948//md001124.xml","Cripps, Isobel, 1891-1979"
"730","1948//md001124.xml","Douglas, Lewis W. (Lewis Williams), 1894-"
"731","1948//md001124.xml","Fellowes-Gordon, Sara Roosevelt Price Collier, 1896-1969"
"732","1948//md001124.xml","Hancock, Florence May, 1893-1974"
"733","1948//md001124.xml","Isaacs, Stella, Marchioness of Reading, Baroness Swanborough"
"734","1948//md001124.xml","Mary, Queen, consort of George V, King of Great Britain, 1867-1953"
"735","1948//md001124.xml","Roosevelt, Curtis, 1930-2016"
"736","1948//md001124.xml","Smieton, Mary Guillan, 1902-2005"
"737","1948//md001124.xml","Stuart, Campbell, Sir, b. 1885"
"738","1948//md001125.xml","Halifax, Edward Frederick Lindley Wood, Earl of, 1881-1959"
"739","1948//md001125.xml","Stuart, Campbell, Sir, b. 1885"
"740","1948//md001126.xml","Allen, Florence Ellinwood, 1884-1966"
"741","1948//md001126.xml","Kenyon, Dorothy, 1888-1972"
"742","1948//md001126.xml","Low, Juliette Gordon, 1860-1927"
"743","1948//md001127.xml","Dodge, Bayard, 1888-1972"
"744","1948//md001128.xml","Campbell, Thomas D. (Thomas Donald), 1882-1966"
"745","1948//md001129.xml","Dolan, Rose E."
"746","1948//md001129.xml","Morgan, Anne Tracy, 1873-1952"
"747","1948//md001130.xml","na"
"748","1948//md001131.xml","Ely, Gertrude H."
"749","1948//md001131.xml","McDonald, James G. (James Grover), 1886-1964"
"750","1948//md001132.xml","na"
"751","1948//md001133.xml","na"
"752","1948//md001134.xml","Perón, Eva, 1919-1952"
"753","1948//md001135.xml","Roosevelt, Franklin D. (Franklin Delano), 1914-1988"
"754","1948//md001136.xml","na"
"755","1948//md001137.xml","na"
"756","1948//md001138.xml","Evatt, Herbert Vere, 1894-1965"
"757","1948//md001138.xml","Vast, Maurice, 1898-1979"
"758","1948//md001139.xml","Hoey, Jane M. (Jane Margueretta), 1892-1968"
"759","1948//md001139.xml","Tito, Josip Broz, 1892-1980"
"760","1948//md001140.xml","Thompson, Malvina, 1893-1953"
"761","1948//md001141.xml","Bogomolov, Alexandre"
"762","1948//md001141.xml","Laugier, Henri, 1888-1973"
"763","1948//md001141.xml","Malik, Charles Habib, 1906-1987"
"764","1948//md001141.xml","Pavlov, M. (Soviet delegate to Committee 3, 1948)"
"765","1948//md001141.xml","Perón, Eva, 1919-1952"
"766","1948//md001142.xml","Hitler, Adolf, 1889-1945"
"767","1948//md001143.xml","na"
"768","1948//md001144.xml","Ellis, Overton G., Mrs."
"769","1948//md001144.xml","Roosevelt, Curtis, 1930-2016"
"770","1948//md001144.xml","Taft, Robert A. (Robert Alphonso), 1889-1953"
"771","1948//md001144.xml","Thompson, Malvina, 1893-1953"
"772","1948//md001145.xml","La Follette, Charles Marion, 1898-1974"
"773","1948//md001145.xml","Malik, Charles Habib, 1906-1987"
"774","1948//md001145.xml","Marshall, George C. (George Catlett), 1880-1959"
"775","1948//md001145.xml","Truman, Harry S., 1884-1972"
"776","1948//md001146.xml","Malik, Charles Habib, 1906-1987"
"777","1948//md001147.xml","Hewitt, Floride Louisa Hunt, 1887-1973"
"778","1948//md001147.xml","Hewitt, H. Kent (Henry Kent), 1887-1972"
"779","1948//md001147.xml","Malik, Charles Habib, 1906-1987"
"780","1948//md001147.xml","Marshall, George C. (George Catlett), 1880-1959"
"781","1948//md001147.xml","McDonald, James G. (James Grover), 1886-1964"
"782","1948//md001147.xml","Moreau, Frederic Paul, 1858-1929"
"783","1948//md001147.xml","Moreau, Jacques Hector Charles François, 1884-1962"
"784","1948//md001147.xml","Roosevelt, Franklin D. (Franklin Delano), 1882-1945"
"785","1948//md001147.xml","Stewart, Barbara McDonald, 1926-"
"786","1948//md001148.xml","Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de, 1757-1834"
"787","1948//md001148.xml","Pershing, John J. (John Joseph), 1860-1948"
"788","1948//md001149.xml","Truman, Harry S., 1884-1972"
"789","1948//md001149.xml","Wallace, Henry Agard, 1888-1965"
"790","1948//md001150.xml","Davis, Garry, 1921-"
"791","1948//md001150.xml","Einstein, Albert, 1879-1955"
"792","1948//md001150.xml","Todd, Charles Mack"
"793","1948//md001151.xml","Roosevelt, Anna, 1906-1975"
"794","1948//md001151.xml","Roosevelt, Curtis, 1930-2016"
"795","1948//md001151.xml","Roosevelt, Elliott, 1910-1990"
"796","1948//md001151.xml","Thompson, Malvina, 1893-1953"
"797","1948//md001152.xml","na"
"798","1948//md001153.xml","na"
"799","1948//md001154.xml","Clay, Lucius D. (Lucius DuBignon), 1897-1978"
"800","1948//md001154.xml","Taft, Robert A. (Robert Alphonso), 1889-1953"
"801","1948//md001155.xml","Roosevelt, Elliott, 1910-1990"
"802","1948//md001156.xml","na"
"803","1948//md001157.xml","Davis, Garry, 1921-"
"804","1948//md001157.xml","Garvan, Anthony"
"805","1948//md001158.xml","Chambers, Whittaker"
"806","1948//md001158.xml","Duggan, Lar"
"807","1948//md001158.xml","Hiss, Alger"
"808","1948//md001158.xml","Levine, Isaac Don, 1892-1981?"
"809","1948//md001158.xml","Mundt, Karl E. (Karl Earl), 1900-1974"
"810","1948//md001158.xml","White, Harry Dexter, 1892-1948"
"811","1948//md001159.xml","na"
"812","1948//md001160.xml","Taylor, Myron Charles, 1874-1959"
"813","1948//md001161.xml","Duggan, Lar"
"814","1948//md001161.xml","George III, King of Great Britain, 1738-1820."
"815","1948//md001161.xml","Roosevelt, Franklin D. (Franklin Delano), 1882-1945"
"816","1948//md001161.xml","Taylor, Myron Charles, 1874-1959"
"817","1948//md001161.xml","Welles, Sumner, 1892-1961"
"818","1948//md001161.xml","Wilmerding, Lucius, 1880-1949?"
"819","1948//md001162.xml","na"
"820","1948//md001163.xml","na"
"821","1948//md001164.xml","Gordon, Dorothy, 1893-"
"822","1948//md001164.xml","Gould, Beatrice Blackmar"
"823","1948//md001164.xml","Gould, Bruce"
